#Settlement Date,Settlement Period,CCGT,OIL,COAL,NUCLEAR,WIND,PS,NPSHYD,OCGT,OTHER,INTFR,INTIRL,INTNED,INTEW
2013-01-01,1,3255,0,14041,8572,2816,0,726,0,524,1490,0,994,0
2013-01-01,2,3693,0,14024,8571,2958,0,719,0,525,1490,0,994,0
2013-01-01,3,3350,0,13951,8570,3203,0,678,0,525,1490,0,994,0
2013-01-01,4,2983,0,13356,8570,3158,0,678,1,525,1490,0,994,0
2013-01-01,5,2887,0,12565,8573,3036,0,681,1,525,1490,0,994,0
2013-01-01,6,2959,0,12154,8572,2824,0,658,1,526,1490,0,994,0
2013-01-01,7,3017,0,11297,8587,2702,0,587,1,526,1490,0,516,0
2013-01-01,8,2776,0,10425,8585,2827,0,504,1,526,1490,0,520,0
2013-01-01,9,2407,0,10188,8590,2949,0,487,1,525,1490,0,192,0
2013-01-01,10,2350,0,9856,8610,2887,0,478,1,525,1490,0,192,0
2013-01-01,11,2248,0,9505,8609,2929,0,479,1,525,1490,0,370,0
2013-01-01,12,2053,0,9517,8621,3117,0,482,1,525,1490,0,374,0
2013-01-01,13,2067,0,9813,8627,3311,0,505,1,525,1490,0,296,0
2013-01-01,14,2072,0,9727,8631,3486,0,510,1,525,1496,0,298,0
2013-01-01,15,2066,0,9912,8627,3633,0,642,1,525,996,0,272,0
2013-01-01,16,2012,0,9263,8636,3666,0,646,1,525,994,0,272,0
2013-01-01,17,2056,0,9195,8630,3762,0,662,1,525,994,0,620,0
2013-01-01,18,2184,0,9407,8631,3826,0,673,1,525,992,0,622,0
2013-01-01,19,2047,0,9730,8644,3888,284,756,0,525,1488,0,826,0
2013-01-01,20,2079,0,11054,8642,3818,290,756,0,524,1490,0,826,0
2013-01-01,21,2395,0,12611,8650,3770,298,660,0,524,1490,0,588,0
2013-01-01,22,2370,0,13766,8653,3777,316,615,0,524,1490,0,580,0
2013-01-01,23,2536,0,14123,8663,3921,412,669,10,523,1490,0,808,0
2013-01-01,24,2469,0,15128,8664,3732,322,762,0,523,1490,0,806,0
2013-01-01,25,2389,0,15653,8651,3756,418,763,0,524,1490,0,994,0
2013-01-01,26,2404,0,15861,8659,3696,564,803,0,524,1490,0,994,0
2013-01-01,27,2476,0,15756,8657,3596,786,803,0,524,1490,0,894,0
2013-01-01,28,2582,0,15680,8646,3581,860,803,0,523,1490,0,894,0
2013-01-01,29,2915,0,15702,8651,3578,782,803,0,524,1492,0,846,0
2013-01-01,30,2986,0,15772,8659,3530,726,801,0,524,1492,0,844,0
2013-01-01,31,3387,0,16372,8661,3435,378,688,0,523,1490,0,848,0
2013-01-01,32,3801,0,16943,8667,3356,432,687,0,524,1490,0,846,0
2013-01-01,33,5326,0,17737,8667,3311,536,718,0,523,1490,0,886,0
2013-01-01,34,6620,0,18215,8664,3328,916,971,0,524,1490,0,884,0
2013-01-01,35,6928,0,18347,8666,3159,1412,991,0,524,1490,0,994,0
2013-01-01,36,6943,0,18526,8661,3164,1264,992,0,525,1490,0,994,0
2013-01-01,37,6692,0,18556,8656,3147,960,992,0,526,1490,0,994,0
2013-01-01,38,6594,0,18161,8662,3170,494,961,0,524,1490,0,994,0
2013-01-01,39,6630,0,17489,8661,3163,498,960,0,547,1490,0,994,0
2013-01-01,40,5749,0,17434,8664,3099,344,960,0,584,1490,0,994,0
2013-01-01,41,4844,0,17509,8664,3083,480,961,0,611,1490,0,994,0
2013-01-01,42,3715,0,17234,8666,3006,426,955,0,656,1490,0,994,0
2013-01-01,43,3310,0,16839,8661,2731,832,902,0,679,1490,0,994,0
2013-01-01,44,2934,0,16089,8666,2707,382,892,0,720,1490,0,994,0
2013-01-01,45,2559,0,15870,8658,2692,344,706,0,753,1492,0,656,0
2013-01-01,46,2364,0,15064,8661,2656,112,695,0,724,1492,0,644,0
2013-01-01,47,2332,0,14242,8666,2444,0,531,0,727,1490,0,994,0
2013-01-01,48,2268,0,13733,8664,2341,0,539,0,728,1490,0,994,0
2013-01-02,1,2275,0,13918,8671,2198,0,539,0,757,1492,0,994,0
2013-01-02,2,2473,0,14034,8672,2126,0,527,0,789,1492,0,994,0
2013-01-02,3,2492,0,14078,8598,2019,0,519,0,791,1490,0,994,0
2013-01-02,4,2446,0,13727,8482,1825,0,515,0,790,1492,0,994,0
2013-01-02,5,2563,0,13324,8472,1778,0,499,0,791,1492,0,992,0
2013-01-02,6,2539,0,13330,8466,1784,0,499,0,790,1490,0,994,0
2013-01-02,7,2489,0,13046,8458,1657,0,496,1,790,1490,0,802,0
2013-01-02,8,2469,0,12497,8459,1589,0,493,1,790,1490,0,800,0
2013-01-02,9,2488,0,12440,8458,1516,0,494,1,790,1490,0,478,0
2013-01-02,10,2631,0,12391,8455,1388,0,494,1,790,1490,0,476,0
2013-01-02,11,2820,0,12536,8453,1416,0,493,1,790,1490,0,314,0
2013-01-02,12,2761,0,13236,8454,1627,0,499,1,790,1490,0,314,0
2013-01-02,13,3686,0,13836,8456,1617,0,525,0,790,1490,0,328,0
2013-01-02,14,4735,0,14603,8453,1735,0,535,0,789,1490,0,334,0
2013-01-02,15,6071,0,16148,8460,1848,350,703,0,789,1488,0,0,0
2013-01-02,16,6934,0,16956,8452,1926,344,694,0,789,1490,0,0,0
2013-01-02,17,7661,0,17680,8441,1831,390,684,0,789,1490,0,0,0
2013-01-02,18,8859,0,17946,8446,1889,496,692,0,789,1492,0,0,0
2013-01-02,19,9524,0,18131,8445,2030,360,689,0,789,1490,0,456,0
2013-01-02,20,10249,0,18311,8454,1989,302,868,0,788,1490,0,462,0
2013-01-02,21,10519,0,18331,8465,2141,502,910,0,788,1492,0,646,0
2013-01-02,22,10964,0,18381,8445,2168,574,916,0,790,1492,0,642,0
2013-01-02,23,11282,0,18427,8439,2226,532,922,0,790,1136,0,946,0
2013-01-02,24,11592,0,18475,8454,2235,536,926,0,790,1500,0,946,0
2013-01-02,25,11892,0,18392,8455,2339,530,935,0,789,1500,0,966,0
2013-01-02,26,11873,0,18386,8379,2384,652,939,0,761,1496,0,966,0
2013-01-02,27,12114,0,18315,8250,2488,552,853,0,674,1492,0,994,0
2013-01-02,28,12617,0,18142,8225,2558,348,815,0,471,1492,0,994,0
2013-01-02,29,13145,0,17828,8230,2626,386,809,0,255,1492,0,874,0
2013-01-02,30,12760,0,17816,8233,2941,294,727,0,254,1492,0,874,0
2013-01-02,31,12712,0,17892,8231,3177,344,720,0,277,1492,0,620,0
2013-01-02,32,12944,0,18001,8232,3521,394,711,0,296,1492,0,608,0
2013-01-02,33,13629,0,17973,8233,3858,558,869,0,294,1492,0,994,0
2013-01-02,34,14712,0,18268,8235,3776,1200,923,0,294,1492,0,994,0
2013-01-02,35,15000,0,18327,8297,3819,1416,940,0,296,1492,0,994,0
2013-01-02,36,14566,0,18340,8426,3937,1396,872,0,305,1492,0,994,0
2013-01-02,37,14154,0,18354,8451,4009,860,857,0,305,1492,0,994,0
2013-01-02,38,13587,0,18218,8456,4128,500,845,0,305,1492,0,994,0
2013-01-02,39,12283,0,18254,8451,4208,466,663,0,304,1492,0,994,0
2013-01-02,40,10514,0,18323,8443,4171,462,705,0,305,1492,0,994,0
2013-01-02,41,9216,0,18347,8428,3979,726,693,0,304,1492,0,994,0
2013-01-02,42,7872,0,18352,8416,3856,518,688,0,305,1492,0,994,0
2013-01-02,43,6992,0,18053,8397,3761,446,630,0,304,1490,0,876,0
2013-01-02,44,5654,0,17481,8389,3911,330,629,0,301,1492,0,874,0
2013-01-02,45,4389,0,16986,8370,3974,488,630,0,272,1492,0,692,0
2013-01-02,46,3593,0,16427,8352,4016,260,624,0,211,1492,0,684,0
2013-01-02,47,2756,0,15690,8340,4080,0,550,0,67,1490,0,922,0
2013-01-02,48,2464,0,15309,8324,4083,0,550,0,44,1490,0,922,0
2013-01-03,1,2789,0,14915,8320,4046,0,550,0,43,1490,0,994,0
2013-01-03,2,2779,0,14858,8303,4097,0,551,0,43,1490,0,994,0
2013-01-03,3,2566,0,14669,8288,4177,0,543,0,43,1490,0,994,0
2013-01-03,4,2438,0,14016,8194,4180,0,541,0,44,1490,0,994,0
2013-01-03,5,2361,0,13790,8056,4212,0,525,0,44,1490,0,994,0
2013-01-03,6,2377,0,13681,8023,4186,0,524,0,43,1492,0,994,0
2013-01-03,7,2361,0,13065,8007,4222,0,524,0,44,1492,0,802,0
2013-01-03,8,2352,0,12206,7985,4314,0,523,0,44,1492,0,800,0
2013-01-03,9,2412,0,12069,7974,4310,0,522,0,44,1492,0,482,0
2013-01-03,10,2446,0,11978,7956,4235,0,523,0,43,1494,0,450,0
2013-01-03,11,2712,0,12080,7930,4064,0,517,0,44,1352,0,674,0
2013-01-03,12,3193,0,12405,7916,3952,0,506,0,44,1354,0,674,0
2013-01-03,13,4164,0,14362,7899,3803,0,507,0,44,992,0,596,0
2013-01-03,14,5048,0,15242,7883,3832,0,529,0,44,994,0,590,0
2013-01-03,15,5854,0,16234,7864,3794,210,686,0,44,472,0,812,0
2013-01-03,16,6426,0,17160,7850,3944,296,681,0,44,472,0,814,0
2013-01-03,17,7426,0,18141,7830,3920,422,684,0,43,784,0,418,0
2013-01-03,18,8369,0,18854,7823,3710,304,698,0,43,786,0,400,0
2013-01-03,19,8992,0,18946,7654,3488,490,704,0,43,882,0,990,0
2013-01-03,20,9904,0,18976,7668,3249,294,773,0,44,884,0,990,0
2013-01-03,21,10929,0,18926,7681,3073,298,709,0,43,992,0,594,0
2013-01-03,22,11403,0,18870,7690,2921,328,719,0,44,994,0,586,0
2013-01-03,23,11550,0,18974,7707,2824,532,798,0,44,994,0,616,0
2013-01-03,24,11830,0,18924,7734,2682,668,883,0,44,994,0,616,0
2013-01-03,25,12245,0,18986,7769,2394,702,924,0,111,994,0,598,0
2013-01-03,26,12429,0,18821,7911,2281,670,816,0,191,994,0,596,0
2013-01-03,27,12342,0,18933,7966,2258,386,776,0,276,994,0,682,0
2013-01-03,28,12288,0,19123,7968,2245,306,702,0,309,994,0,680,0
2013-01-03,29,12488,0,19224,7968,2219,362,688,0,309,994,0,528,0
2013-01-03,30,12527,0,19236,7965,2113,370,687,0,309,992,0,530,0
2013-01-03,31,13234,0,19129,7958,1996,468,704,7,362,966,0,128,0
2013-01-03,32,14036,0,19170,7950,1891,352,723,0,475,966,0,128,0
2013-01-03,33,15206,0,19203,7948,1937,614,818,0,555,992,0,516,0
2013-01-03,34,16313,0,19447,7963,2027,1280,954,0,635,994,0,516,0
2013-01-03,35,16429,0,19488,7962,2129,1192,954,0,708,994,0,994,0
2013-01-03,36,16234,0,19477,7967,2102,1078,951,0,712,994,0,994,0
2013-01-03,37,15936,0,19566,7958,2243,636,951,0,758,994,0,766,0
2013-01-03,38,15275,0,19534,7945,2350,368,935,0,753,994,0,766,0
2013-01-03,39,13824,0,19387,7962,2464,426,896,0,750,994,0,620,0
2013-01-03,40,12072,0,19065,7985,2674,534,895,0,753,994,0,614,0
2013-01-03,41,10782,0,18842,8027,2773,338,880,0,768,994,0,784,0
2013-01-03,42,9356,0,18650,7919,2914,408,876,0,769,994,0,780,0
2013-01-03,43,8161,0,18340,7845,2992,342,642,0,768,994,0,994,0
2013-01-03,44,6338,0,17931,7840,3055,312,646,0,768,994,0,994,0
2013-01-03,45,5479,0,17696,7835,2906,318,646,0,763,994,0,610,0
2013-01-03,46,4956,0,16608,7834,2972,158,638,0,770,992,0,606,0
2013-01-03,47,4169,0,16237,7829,3061,0,591,0,769,994,0,482,0
2013-01-03,48,3438,0,16158,7836,2960,0,590,0,769,992,0,482,0
2013-01-04,1,3348,0,16114,7847,2988,0,588,0,769,994,0,482,0
2013-01-04,2,3365,0,16115,7837,3005,0,587,0,769,992,0,478,0
2013-01-04,3,3154,0,15742,7944,2949,0,474,0,768,994,0,718,0
2013-01-04,4,3051,0,15082,8051,2807,0,470,0,766,994,0,690,0
2013-01-04,5,3018,0,13961,8066,2977,0,467,0,771,994,0,994,0
2013-01-04,6,3019,0,13585,8076,3122,0,467,0,766,994,0,994,0
2013-01-04,7,2953,0,13146,8101,3047,0,447,0,771,994,0,882,0
2013-01-04,8,2855,0,12757,8117,2806,0,448,0,770,994,0,878,0
2013-01-04,9,2856,0,12101,8134,2833,0,447,0,770,994,0,994,0
2013-01-04,10,2876,0,12005,8132,2942,0,454,0,769,994,0,994,0
2013-01-04,11,2864,0,12603,8131,2944,0,463,0,771,994,0,652,0
2013-01-04,12,2849,0,13426,8127,2858,0,464,0,771,994,0,648,0
2013-01-04,13,3268,0,15220,8135,2682,0,481,0,757,992,0,528,0
2013-01-04,14,4233,0,16032,8134,2520,0,520,0,767,992,0,528,0
2013-01-04,15,5584,0,16851,8133,2607,436,713,0,770,992,0,306,0
2013-01-04,16,7019,0,17400,8130,2465,534,712,0,776,992,0,308,0
2013-01-04,17,8241,0,18304,8126,2384,634,713,0,768,992,0,156,0
2013-01-04,18,9415,0,18542,8129,2332,412,712,0,767,992,0,156,0
2013-01-04,19,10311,0,18630,8125,2322,606,843,0,768,992,0,156,0
2013-01-04,20,10818,0,18550,8133,2351,540,948,0,767,994,0,156,0
2013-01-04,21,11229,0,18682,8116,2355,450,938,0,766,992,0,134,0
2013-01-04,22,11486,0,18641,8005,2456,524,927,0,760,992,0,134,0
2013-01-04,23,11680,0,18630,7913,2434,502,939,0,762,992,0,152,0
2013-01-04,24,11959,0,18562,7921,2306,602,925,0,756,992,0,152,0
2013-01-04,25,11990,0,18446,7960,2265,300,912,0,755,994,0,656,0
2013-01-04,26,12090,0,18417,8007,2089,308,800,0,755,994,0,662,0
2013-01-04,27,11836,0,18502,8040,1894,302,642,0,756,994,0,860,0
2013-01-04,28,11818,0,18311,8085,1900,426,636,0,756,994,0,858,0
2013-01-04,29,12671,0,18021,8108,1682,352,642,0,759,994,0,438,0
2013-01-04,30,12653,0,17900,8112,1703,290,640,0,755,994,0,434,0
2013-01-04,31,12893,0,17798,8207,1759,280,637,0,758,992,0,216,0
2013-01-04,32,13488,0,17752,8313,1755,278,644,0,755,992,0,216,0
2013-01-04,33,14241,0,17961,8324,1747,760,716,0,756,994,0,702,0
2013-01-04,34,15307,0,18145,8337,1798,1518,940,0,759,994,0,706,0
2013-01-04,35,15610,0,18262,8336,1862,1492,937,0,759,994,0,994,0
2013-01-04,36,15451,0,18264,8333,1795,1466,919,0,766,994,0,994,0
2013-01-04,37,14989,0,18343,8357,1748,1366,913,0,768,994,0,994,0
2013-01-04,38,14812,0,18231,8362,1629,808,914,0,769,994,0,994,0
2013-01-04,39,13871,0,18207,8358,1575,322,906,0,769,994,0,994,0
2013-01-04,40,12283,0,18260,8351,1483,466,916,0,769,994,0,994,0
2013-01-04,41,10976,0,18056,8355,1608,364,900,0,769,994,0,994,0
2013-01-04,42,9518,0,17731,8377,1725,354,782,0,769,994,0,992,0
2013-01-04,43,8116,0,17426,8385,1697,654,749,0,769,994,0,994,0
2013-01-04,44,7238,0,17003,8383,1499,704,745,0,769,994,0,994,0
2013-01-04,45,6480,0,16386,8306,1415,462,717,0,770,994,0,994,0
2013-01-04,46,6227,0,15605,8173,1340,422,714,0,769,994,0,994,0
2013-01-04,47,5530,0,15226,8163,1463,0,661,0,771,992,0,992,0
2013-01-04,48,4634,0,15135,8157,1527,0,587,0,771,992,0,992,0
2013-01-05,1,4209,0,15491,8158,1526,0,578,0,771,992,0,994,0
2013-01-05,2,4209,0,15578,8155,1567,0,578,0,770,992,0,994,0
2013-01-05,3,4095,0,15626,8168,1478,0,540,0,769,992,0,994,0
2013-01-05,4,3426,0,15239,8192,1449,0,538,0,769,992,0,994,0
2013-01-05,5,2908,0,14991,8197,1560,0,543,0,769,992,0,994,0
2013-01-05,6,2750,0,14727,8305,1636,0,544,0,764,994,0,994,0
2013-01-05,7,2569,0,14311,8405,1665,0,525,0,765,992,0,790,0
2013-01-05,8,2564,0,13716,8415,1576,0,523,0,766,994,0,784,0
2013-01-05,9,2492,0,13285,8411,1536,0,524,0,766,992,0,986,0
2013-01-05,10,2510,0,13085,8422,1542,0,520,0,766,992,0,986,0
2013-01-05,11,2512,0,13304,8421,1519,0,520,0,767,992,0,546,0
2013-01-05,12,2468,0,13627,8426,1509,0,519,0,767,992,0,534,0
2013-01-05,13,2489,0,14317,8422,1440,0,520,0,767,992,0,932,0
2013-01-05,14,2590,0,14400,8442,1522,0,535,0,767,992,0,944,0
2013-01-05,15,3123,0,14464,8427,1576,0,700,0,764,992,0,324,0
2013-01-05,16,3373,0,14577,8427,1746,198,698,0,766,992,0,322,0
2013-01-05,17,4343,0,14990,8424,1828,290,690,0,767,992,0,102,0
2013-01-05,18,5520,0,15418,8423,1981,308,691,0,768,992,0,104,0
2013-01-05,19,6956,0,15837,8423,1962,328,779,0,769,992,0,0,0
2013-01-05,20,7855,0,15982,8372,1763,612,794,0,767,992,0,0,0
2013-01-05,21,8428,0,16155,8244,1822,358,906,0,768,992,0,290,0
2013-01-05,22,8866,0,16184,8205,1854,368,893,0,768,992,0,296,0
2013-01-05,23,8621,0,16154,8210,2014,562,905,0,767,994,0,640,0
2013-01-05,24,8759,0,16119,8211,2047,578,899,0,765,994,0,642,0
2013-01-05,25,8790,0,16222,8209,2056,334,902,0,760,994,0,800,0
2013-01-05,26,8580,0,16229,8213,2184,288,907,0,765,994,0,796,0
2013-01-05,27,7967,0,16184,8212,2289,302,927,0,767,994,0,938,0
2013-01-05,28,7748,0,16166,8210,2248,344,924,0,768,992,0,938,0
2013-01-05,29,7751,0,16056,8220,2339,318,810,0,769,994,0,962,0
2013-01-05,30,7719,0,15764,8336,2342,344,805,0,796,994,0,962,0
2013-01-05,31,8282,0,15844,8427,2466,298,811,0,804,992,0,384,0
2013-01-05,32,8759,0,15888,8436,2683,296,818,0,797,992,0,378,0
2013-01-05,33,10009,0,16276,8430,2856,304,931,0,793,992,0,606,0
2013-01-05,34,12038,0,16681,8442,2832,416,946,0,796,992,0,604,0
2013-01-05,35,12178,0,16777,8442,2891,1030,948,0,798,994,0,994,0
2013-01-05,36,12194,0,16640,8444,2889,1254,947,0,797,994,0,994,0
2013-01-05,37,12164,0,16438,8446,3074,818,936,0,799,994,0,994,0
2013-01-05,38,11334,0,16411,8442,3259,298,919,0,799,992,0,994,0
2013-01-05,39,10339,0,16360,8440,3235,424,922,0,799,992,0,894,0
2013-01-05,40,9710,0,15897,8443,2953,356,918,0,798,992,0,892,0
2013-01-05,41,8978,0,15348,8440,2862,602,799,0,797,992,0,994,0
2013-01-05,42,8264,0,15105,8384,2895,344,806,0,797,992,0,994,0
2013-01-05,43,7421,0,14987,8247,2795,362,741,0,798,992,0,994,0
2013-01-05,44,6359,0,14702,8229,2729,360,734,0,799,992,0,994,0
2013-01-05,45,5588,0,14318,8224,2456,520,732,0,800,992,0,994,0
2013-01-05,46,5171,0,14170,8225,2168,644,653,0,799,992,0,994,0
2013-01-05,47,4957,0,14253,8237,2027,0,608,0,801,994,0,994,0
2013-01-05,48,4749,0,13850,8241,1865,0,608,0,801,994,0,994,0
2013-01-06,1,4946,0,14000,8344,1497,0,608,0,801,994,0,994,0
2013-01-06,2,4884,0,13935,8447,1265,0,590,0,798,994,0,992,0
2013-01-06,3,4629,0,13828,8445,1434,0,561,0,801,994,0,994,0
2013-01-06,4,4037,0,13340,8439,1472,0,562,0,801,994,0,994,0
2013-01-06,5,3764,0,13093,8438,1191,0,560,0,801,994,0,982,0
2013-01-06,6,3782,0,13027,8444,997,0,561,0,801,994,0,982,0
2013-01-06,7,3573,0,12741,8440,1029,0,554,0,801,994,0,994,0
2013-01-06,8,3530,0,12067,8443,947,0,553,0,801,994,0,994,0
2013-01-06,9,3530,0,11740,8434,952,0,554,0,800,994,0,930,0
2013-01-06,10,3368,0,11718,8440,903,0,554,0,799,994,0,928,0
2013-01-06,11,3341,0,11653,8442,817,0,569,0,799,994,0,952,0
2013-01-06,12,3346,0,11875,8438,676,0,570,0,799,994,0,952,0
2013-01-06,13,3352,0,12560,8442,529,0,570,0,798,994,0,880,0
2013-01-06,14,3464,0,12555,8443,608,0,579,0,798,994,0,876,0
2013-01-06,15,3861,0,11918,8451,689,0,644,0,797,994,0,994,0
2013-01-06,16,4204,0,11912,8419,681,0,644,0,798,994,0,994,0
2013-01-06,17,4454,0,12645,8291,812,0,644,0,798,994,0,798,0
2013-01-06,18,5100,0,13198,8228,897,210,644,0,798,994,0,794,0
2013-01-06,19,6371,0,13433,8224,1097,348,922,0,799,994,0,678,0
2013-01-06,20,7707,0,13636,8219,1198,444,947,0,799,994,0,676,0
2013-01-06,21,8724,0,14267,8216,1304,512,948,0,799,994,0,548,0
2013-01-06,22,9346,0,14603,8213,1560,482,947,0,795,994,0,546,0
2013-01-06,23,9859,0,14943,8217,1532,820,920,0,795,994,0,450,0
2013-01-06,24,10320,0,15249,8221,1664,668,905,0,798,994,0,446,0
2013-01-06,25,10627,0,15261,8225,1973,578,898,0,799,994,0,646,0
2013-01-06,26,10929,0,15258,8225,2077,442,894,0,799,994,0,640,0
2013-01-06,27,10671,0,15202,8232,2072,510,809,0,799,994,0,880,0
2013-01-06,28,10534,0,15288,8239,2104,304,807,0,799,994,0,876,0
2013-01-06,29,10059,0,15515,8345,2141,312,792,0,798,994,0,994,0
2013-01-06,30,9631,0,15639,8447,2152,384,800,0,799,994,0,994,0
2013-01-06,31,10111,0,15916,8457,2144,294,910,0,798,994,0,612,0
2013-01-06,32,10781,0,16108,8457,2010,540,911,0,799,994,0,600,0
2013-01-06,33,12830,0,16236,8457,1758,592,914,0,798,994,0,824,0
2013-01-06,34,14534,0,16373,8455,1660,944,915,0,798,994,0,822,0
2013-01-06,35,15048,0,16314,8459,1666,1090,922,0,798,994,0,992,0
2013-01-06,36,14963,0,16290,8462,1620,886,920,0,799,994,0,994,0
2013-01-06,37,14240,0,16402,8457,1587,856,938,0,799,994,0,800,0
2013-01-06,38,13112,0,16458,8453,1583,788,941,0,799,994,0,798,0
2013-01-06,39,12612,0,16444,8444,1448,512,946,0,799,994,0,576,0
2013-01-06,40,11511,0,16517,8449,1443,440,833,0,799,994,0,562,0
2013-01-06,41,10109,0,16687,8446,1407,554,834,0,799,994,0,994,0
2013-01-06,42,8977,0,16755,8450,1290,356,833,0,799,994,0,994,0
2013-01-06,43,7511,0,16685,8444,1412,428,780,0,798,994,0,994,0
2013-01-06,44,5964,0,16370,8467,1426,322,781,0,798,994,0,994,0
2013-01-06,45,4836,0,15913,8553,1458,292,778,0,798,994,0,994,0
2013-01-06,46,3837,0,15582,8555,1510,218,701,0,799,994,0,994,0
2013-01-06,47,3226,0,15214,8599,1491,0,541,0,799,994,0,922,0
2013-01-06,48,3009,0,14889,8614,1536,0,536,0,799,992,0,914,0
2013-01-07,1,3058,0,14534,8651,1650,0,525,0,797,994,0,994,0
2013-01-07,2,3170,0,14739,8650,1647,0,519,0,799,994,0,994,0
2013-01-07,3,3063,0,14906,8657,1557,0,480,0,799,994,0,994,0
2013-01-07,4,3003,0,14359,8660,1584,0,478,0,799,992,0,994,0
2013-01-07,5,2988,0,13671,8667,1675,0,482,0,798,994,0,994,0
2013-01-07,6,3054,0,13366,8663,1555,0,480,0,799,994,0,994,0
2013-01-07,7,3109,0,13177,8659,1450,0,464,0,799,994,0,752,0
2013-01-07,8,3227,0,12381,8673,1455,0,464,0,799,996,0,748,0
2013-01-07,9,3409,0,12274,8671,1354,0,464,0,799,996,0,486,0
2013-01-07,10,3447,0,12259,8672,1259,0,462,0,799,996,0,488,0
2013-01-07,11,3538,0,13528,8677,1128,0,462,0,795,438,0,82,0
2013-01-07,12,3942,0,14519,8674,1058,0,461,0,750,536,0,102,0
2013-01-07,13,5038,0,15676,8672,1091,0,466,0,623,784,0,102,0
2013-01-07,14,6792,0,16823,8680,1149,190,598,0,560,786,0,102,0
2013-01-07,15,8457,0,18531,8683,1267,230,741,0,560,990,0,266,0
2013-01-07,16,9550,0,19329,8680,1374,396,754,0,549,992,0,270,0
2013-01-07,17,10481,0,19987,8679,1461,302,720,0,560,996,0,348,0
2013-01-07,18,10554,0,20232,8686,1579,302,741,0,599,996,0,350,0
2013-01-07,19,10895,0,20361,8686,1689,324,944,0,679,992,0,428,0
2013-01-07,20,11133,0,20417,8692,1728,294,945,0,744,990,0,428,0
2013-01-07,21,11275,0,20387,8682,1687,334,942,0,793,990,0,430,0
2013-01-07,22,11542,0,20392,8684,1683,346,942,0,799,988,0,430,0
2013-01-07,23,11649,0,20396,8676,1659,358,940,0,799,990,0,568,0
2013-01-07,24,11703,0,20565,8677,1728,304,938,0,798,992,0,570,0
2013-01-07,25,11604,0,20707,8084,1813,298,938,0,798,992,0,554,0
2013-01-07,26,11372,0,20803,8671,1876,328,936,0,794,994,0,554,0
2013-01-07,27,11365,0,20863,8673,1916,334,800,0,795,984,0,532,0
2013-01-07,28,11318,0,20877,8679,1840,344,799,0,796,982,0,538,0
2013-01-07,29,11654,0,20887,8673,1790,460,800,0,799,992,0,268,0
2013-01-07,30,11596,0,20848,8679,1726,310,795,0,798,994,0,274,0
2013-01-07,31,12941,0,20787,8677,1733,352,789,0,798,408,0,0,0
2013-01-07,32,13821,0,20709,8673,1780,460,777,0,798,402,0,0,0
2013-01-07,33,14367,0,20692,8678,1778,426,809,0,798,992,0,676,0
2013-01-07,34,16395,0,20835,8684,1823,310,969,0,797,994,0,722,0
2013-01-07,35,16361,0,20822,8686,1882,648,957,0,799,994,0,994,0
2013-01-07,36,16175,0,20824,8684,1997,408,923,0,794,994,0,994,0
2013-01-07,37,15263,0,20894,8685,2065,318,923,0,799,994,0,992,0
2013-01-07,38,14297,0,20893,8678,1948,382,923,0,799,994,0,994,0
2013-01-07,39,13104,0,20846,8684,1875,468,921,0,798,994,0,910,0
2013-01-07,40,11357,0,20803,8685,1874,760,811,0,799,994,0,906,0
2013-01-07,41,10167,0,20718,8687,1826,498,803,0,799,994,0,994,0
2013-01-07,42,8913,0,20620,8697,1792,384,738,0,798,994,0,992,0
2013-01-07,43,7144,0,20472,8692,1804,362,689,0,798,994,0,994,0
2013-01-07,44,5671,0,19746,8693,1853,376,591,0,799,994,0,994,0
2013-01-07,45,4857,0,18766,8693,2051,216,593,0,799,994,0,862,0
2013-01-07,46,3993,0,17402,8690,2116,90,594,0,799,994,0,860,0
2013-01-07,47,3566,0,17000,8697,2257,0,572,0,799,918,0,366,0
2013-01-07,48,3104,0,16297,8693,2241,0,553,0,797,892,0,356,0
2013-01-08,1,3154,0,16549,8693,2246,0,551,0,798,618,0,456,0
2013-01-08,2,3102,0,16688,8699,2273,0,547,0,798,614,0,458,0
2013-01-08,3,3086,0,16184,8697,2242,0,461,0,798,992,0,480,0
2013-01-08,4,3088,0,15427,8690,2267,0,436,0,798,992,0,470,0
2013-01-08,5,3017,0,14313,8696,2242,0,434,0,798,992,0,974,0
2013-01-08,6,3098,0,14088,8697,2248,0,434,0,798,992,0,970,0
2013-01-08,7,3094,0,14128,8701,2359,0,433,0,798,992,0,378,0
2013-01-08,8,3080,0,13457,8699,2402,0,433,0,798,968,0,370,0
2013-01-08,9,3109,0,13536,8687,2349,0,418,0,798,576,0,296,0
2013-01-08,10,3018,0,13522,8694,2415,0,418,0,797,584,0,302,0
2013-01-08,11,3044,0,15579,8687,2607,0,445,0,798,0,0,0,0
2013-01-08,12,3407,0,15831,8683,2613,0,442,0,798,0,0,0,0
2013-01-08,13,4507,0,17518,8681,2588,0,455,0,799,0,78,0,0
2013-01-08,14,6688,0,18566,8680,2631,0,453,0,799,0,34,0,0
2013-01-08,15,8983,0,19312,8679,2896,242,490,0,799,0,0,0,0
2013-01-08,16,10210,0,20045,8680,2991,504,590,0,798,0,0,0,0
2013-01-08,17,10195,0,20091,8676,2912,340,594,0,799,0,0,686,0
2013-01-08,18,10162,0,19868,8686,2798,292,672,0,799,0,0,740,0
