BM Units Registered with Central Registration Agency 
 
BM Unit ID,BMU Name,Party Name,Party ID,BMU Type,NGC BMU Name,GSP Group Id,GSP Group Name,Trading Unit Name,Prod/Cons Flag,Prod/Cons Status,TLF,GC,DC,CALF,BMCAIC,BMCAEC,Exempt Export Flag,Base TU Flag,FPN Flag,Interconnector Id,Effective From, Manual Credit Qualifying Flag, Credit Qualifying Status
2__AALTI000,"2__AALTI000","Altitude Energy Supply Limited",ALTITUDE,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AANGE000,"2__AANGE000","Angel Energy Limited",ANGEL,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AAXIS000,"2__AAXIS000","Axis Telecom Ltd",AXISTELE,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AAXPO000,"2__AAXPO000","AXPO UK LIMITED",EGLUK,G,"EAS-AXPO1",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,18/09/13,,F
2__ABARB000,"2__ABARB000","Barbican Power Limited",BARBICAN,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,18/09/13,,F
2__ABAYS000,"2__ABAYS000","Bayswater Energy Limited",BAYSWATE,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__ABGAS000,"2__ABGAS000","British Gas Trading Ltd",BRITGAS,G,"EAS-BGS01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-608,.4916,-298.893,0,F,T,T,,01/09/13,,F
2__ABIZZ000,"2__ABIZZ000","British Gas Trading Ltd",BRITGAS,G,"EAS-BIZ01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__ABNRG000,"2__ABNRG000","Electricity Plus Supply Ltd",BAENERGY,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-57.5477,.5297,-30.483,0,F,T,F,,01/09/13,,F
2__ACALL000,"2__ACALL000","Callisto Energy Supply Limited",CALLISTO,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__ACIRC000,"2__ACIRC000","Flow Energy Ltd",CIRCUIT,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,3.66,-.1,.5411,-.054,1.98,F,T,F,,01/09/13,,F
2__ACNDL000,"2__ACNDL000","NEAS Energy Limited",CNDA,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__ACNRG000,"2__ACNRG000","Opus Energy (Corporate) Ltd",CHENERGY,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-41.74,.5568,-23.241,0,F,T,F,,01/09/13,,F
2__ACOOP000,"2__ACOOP000","I Supply Energy Limited",COOP,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-.0658,.5411,-.036,0,F,T,F,,01/09/13,,F
2__ACOUL000,"2__ACOUL000","Coulomb Energy Supply Limited",COULOMB,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__ACROW000,"2__ACROW000","Reuben Power Supply Limited",CROWELEC,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__ADNRG000,"2__ADNRG000","Donnington Energy Limited",DOENERGY,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__ADUAL000,"2__ADUAL000","Dual Energy Direct Limited",DUALENER,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-2.986,.5923,-1.769,0,F,T,F,,01/09/13,,F
2__AEBES000,"2__AEBES000","BES Commercial Electricity Ltd",EBEA,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-7.708,.4735,-3.65,0,F,T,F,,01/09/13,,F
2__AECOA000,"2__AECOA000","British Gas Trading Ltd",BRITGAS,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AECON000,"2__AECON000","Economy Power",ECON1,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AECOT000,"2__AECOT000","The Renewable Energy Co Ltd",RENC,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,1.8,-6.5538,.3433,-2.25,.618,F,T,F,,01/09/13,,F
2__AEDIR000,"2__AEDIR000","British Gas Trading Ltd",BRITGAS,G,"EAS-EDR01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,T,,01/09/13,,F
2__AEELC000,"2__AEELC000","E.ON Energy Ltd",PGENERGY,G,"EAS-EAS01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-836,.5655,-472.758,0,F,T,T,,01/09/13,,F
2__AEENG000,"2__AEENG000","E.ON Energy Ltd",PGENERGY,G,"EAS-EST01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,T,,01/09/13,,F
2__AEETL000,"EETL in Eastern","Economy Energy Trading Limited",PAL,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-.288,.5411,-.156,0,F,T,F,,01/09/13,,F
2__AEMEB000,"2__AEMEB000","E.ON Energy Ltd",PGENERGY,G,"EAS-PGE01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-480,.5824,-279.552,0,F,T,T,,01/09/13,,F
2__AENDC000,"2__AENDC000","Energy Data Company Limited",ENDC,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AENEC000,"2__AENEC000","Eneco Energy Trade",ENECOUK,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AENRD000,"2__AENRD000","British Gas Trading Ltd",BRITGAS,G,"EAS-ENR01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-444,.475,-210.9,0,F,T,T,,01/09/13,,F
2__AENRG000,"2__AENRG000","Opus Energy Renewables Limited",EVENERGY,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,13,0,.6594,0,8.572,F,T,F,,01/09/13,,F
2__AENRG001,"ENRG Additional A1","Opus Energy Renewables Limited",EVENERGY,S,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,5.96,0,.5411,0,3.225,F,T,F,,01/09/13,F,F
2__AEPHH000,"2__AEPHH000","Economy Power",ECON1,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AEURO000,"2__AEURO000","Europa Energy Supply Limited",EUROPA,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AFNRG000,"2__AFNRG000","Farmoor Energy Limited",FRENERGY,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AFOUR000,"2__AFOUR000","IPM Energy Retail Ltd",FOUR,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AFRST000,"2__AFRST000","First Utility Limited",FRST01,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-32.122,.3667,-11.779,0,F,T,F,,06/09/13,,F
2__AFSEN000,"2__AFSEN000","F & S Energy Ltd",FSE0001,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AGANY000,"2__AGANY000","Ganymede Energy Supply Limited",GANYMEDE,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AGETW000,"2__AGETW000","Utilita Energy Limited",UTILITA,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.414,0,0,F,T,F,,01/09/13,,F
2__AGMTR000,"2__AGMTR000","Gazprom M & T Retail Ltd",GMTR,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-32.262,.4552,-14.686,0,F,T,F,,01/09/13,,F
2__AGNRG000,"2__AGNRG000","Garsington Energy Ltd",GRENERGY,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-3,.5096,-1.529,0,F,T,F,,01/09/13,,F
2__AHAVE000,"2__AHAVE000","Haven Power Ltd",HAVEN,G,"EAS-HVN01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-8,.5643,-4.514,0,F,T,T,,27/09/13,F,F
2__AHOLB000,"2__AHOLB000","Holborn Energy Limited",HOLBORN,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AHPOW000,"2__AHPOW000","Haven Power Ltd",HAVEN,G,"EAS-HPW01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-192,.6195,-118.944,0,F,T,T,,26/09/13,,F
2__AHUDS000,"2__AHUDS000","Hudson Energy Supply UK Ltd",AMPERE,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-4,.5411,-2.164,0,F,T,F,,01/09/13,,F
2__AHYDE000,"SSE SBMU1 - Eastern GSPG","SSE Energy Supply Limited",SSE,G,"EAS-SSE01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-110,.6545,-71.995,0,F,T,T,,01/09/13,,F
2__AIMPO000,"2__AIMPO000","SSE Energy Supply Limited",SSE,G,"EAS-ATL01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-2,.5411,-1.082,0,F,T,F,,01/09/13,,F
2__AIMPX000,"2__AIMPX000","INEOS Chlor Energy LTD",IMPX,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AINDE000,"INDE EASTERN","Npower Direct Limited",NITTWO01,G,"EAS-INE01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-56.1551,.5544,-31.132,0,F,T,T,,01/09/13,,F
2__AJERE000,"2__AJERE000","Hudson Energy Supply UK Ltd",AMPERE,G,"AJERE000",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AJETS000,"2__AJETS000","Jetstream Energy Supply Ltd",JETSTREA,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AKENS000,"2__AKENS000","Kensington Power Limited",KENSINGT,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__ALIGH000,"2__ALIGH000","Lightning Energy Supply Ltd",LIGHTNIN,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__ALOND000,"LE Default BMUid EELC","EDF Energy Customers PLC",LENCO,G,"EAS-LON01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-800,.6745,-539.6,0,F,T,T,,01/09/13,,F
2__ALUME000,"2__ALUME000","GNERGY Limited",LUMA,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AMAEL000,"2__AMAEL000","MA Energy Limited",MA200308,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5614,0,0,F,T,F,,01/09/13,,F
2__AMAGN000,"2__AMAGN000","DONG Energy Power Sales UK Ltd",MAGNETIC,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AMANW000,"2__AMANW000","SP Energy Retail Ltd",SPSUP01,G,"EAS-MNW01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-1,.419,-.419,0,F,T,F,,01/09/13,,F
2__AMARB000,"2__AMARB000","Marble Power Limited",MARBLE,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,18/09/13,,F
2__AMIDE000,"NPEC Eastern Area MIDE","Npower Limited",NPOWER01,G,"EAS-MID01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-86.9966,.5015,-43.629,0,F,T,T,,01/09/13,,F
2__AMSCG000,"2__AMSCG000","Morgan Stanley",MSCGI,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__ANATP000,"NPEC Eastern Area NATP","Npower Limited",NPOWER01,G,"EAS-NPE01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-622.1413,.7031,-437.428,0,F,T,T,,01/09/13,,F
2__ANEEB000,"2__ANEEB000","NPower Northern Supply Ltd",NEEB,G,"EAS-NEE01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-236.077,.4858,-114.686,0,F,T,T,,01/09/13,,F
2__ANELC000,"BE Stage 2 Default for GSP _A","British Energy Direct Ltd",BEDL001,G,"EAS-BET01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-140,.5286,-74.004,0,F,T,T,,01/09/13,,F
2__ANORW000,"2__ANORW000","E.ON Energy Ltd",PGENERGY,G,"EAS-NWP01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-8,.512,-4.096,0,F,T,T,,01/09/13,,F
2__ANUCE000,"2__ANUCE000","NDA",MAGNOX,G,"EAS-MEC01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AOBER000,"2__AOBER000","Oberon Energy Supply Limited",OBERON,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__AOGAS000,"2__AOGAS000","British Gas Trading Ltd",BRITGAS,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-1.652,.5411,-.894,0,F,T,F,,01/09/13,,F
2__AOVOE000,"2__AOVOE000","OVO Electricity Ltd",OVOE,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-39,.4486,-17.495,0,F,T,F,,01/09/13,,F
2__AOXPO000,"2__AOXPO000","Opus Energy Limited",OXFPOWER,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-35.08,.5387,-18.898,0,F,T,F,,01/09/13,,F
2__APADD000,"2__APADD000","Paddington Power Limited",PADDINGT,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,18/09/13,,F
2__APGEN000,"2__APGEN000","E.ON UK plc",POWERGEN,G,"EAS-PGU01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-364,.5844,-212.722,0,F,T,T,,01/09/13,,F
2__APURE000,"2__APURE000","Good Energy Limited",PURE,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,.2,-4.3,.3379,-1.453,.068,F,T,F,,01/09/13,,F
2__AREGE000,"2__AREGE000","Regent Power Limited",REGENT,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,18/09/13,,F
2__ARENC000,"2__ARENC000","The Renewable Energy Co Ltd",RENC,G,"EAS-RNW01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__ARWED000,"2__ARWED000","GDF SUEZ Marketing Ltd",RWETDL,G,"EAS-GDF01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-188,.7566,-142.241,0,F,T,T,,01/09/13,,F
2__ASEEB000,"2__ASEEB000","SEEBOARD Energy Limited",SEEBOARD,G,"EAS-SEE01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-14,.5916,-8.282,0,F,T,T,,01/09/13,,F
2__ASIRO000,"2__ASIRO000","Sirocco Energy Supply Limited",SIROCCO,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__ASMAL000,"2__ASMAL000","Smartestenergy Limited",SMARTEST,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__ASMAR000,"2__ASMAR000","Smartestenergy Limited",SMARTEST,G,"EAS-SEL01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,274,-40,-3.183,127.32,-872.142,F,T,T,,01/09/13,,F
2__ASOUT000,"SE SBMU1 - Eastern GSPG","SSE Energy Supply Limited",SSE,G,"EAS-STH01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-780,.6447,-502.866,0,F,T,T,,01/09/13,,F
2__ASPOW000,"2__ASPOW000","SP Energy Retail Ltd",SPSUP01,G,"EAS-SPC01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-428.4,.5514,-236.22,0,F,T,T,,01/09/13,,F
2__ASPRK000,"2__ASPRK000","Spark Energy Supply Limited",SPARKNRG,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4675,0,0,F,T,F,,01/09/13,,F
2__ASTAT000,"STAT A Eastern","Statkraft Markets Gmbh",STATKRA1,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,30,0,.3303,0,9.909,F,T,F,,01/09/13,,F
2__ASWAE000,"SWA SBMU1 - Eastern GSPG","SSE Energy Supply Limited",SSE,G,"EAS-SWA01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-10,.5585,-5.585,0,F,T,T,,01/09/13,,F
2__ASWEB000,"SWEB Default BMUid EELC","EDF Energy Customers PLC",LENCO,G,"EAS-SWT01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-2,.5183,-1.037,0,F,T,T,,01/09/13,,F
2__ASYMB000,"2__ASYMB000","Symbio Energy LLP",SYMBIO18,G,"EAS-SYM01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,T,,01/09/13,,F
2__ATEAM000,"2__ATEAM000","Team",TEAM01,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.5411,0,0,F,T,F,,01/09/13,,F
2__ATGPL000,"2__ATGPL000","Total Gas & Power Ltd",TFEGP,G,"EAS-TFE01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-64,.6707,-42.925,0,F,T,T,,01/09/13,,F
2__ATREX000,"2__ATREX000","POWER4ALL Limited",POWER4,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-18.6,.7252,-13.489,0,F,T,F,,01/09/13,,F
2__AVOLT000,"2__AVOLT000","Co-operative Energy Limited",VOLA,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4703,0,0,F,T,F,,01/09/13,,F
2__AYELG000,"_A  Default BM Eastern","NPower Yorkshire Supply Ltd",YE,G,"EAS-YEP01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-4.7784,.5606,-2.679,0,F,T,T,,01/09/13,,F
2__BALTI000,"2__BALTI000","Altitude Energy Supply Limited",ALTITUDE,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BANGE000,"2__BANGE000","Angel Energy Limited",ANGEL,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BAXIS000,"2__BAXIS000","Axis Telecom Ltd",AXISTELE,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BAXPO000,"2__BAXPO000","AXPO UK LIMITED",EGLUK,G,"EMD-AXPO1",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,18/09/13,,F
2__BBARB000,"2__BBARB000","Barbican Power Limited",BARBICAN,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,18/09/13,,F
2__BBAYS000,"2__BBAYS000","Bayswater Energy Limited",BAYSWATE,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BBGAS000,"2__BBGAS000","British Gas Trading Ltd",BRITGAS,G,"EMD-BGS01",_B,"East Midlands","DEFAULT__B",,C,0,0,-416,.4977,-207.043,0,F,T,T,,01/09/13,,F
2__BBIZZ000,"2__BBIZZ000","British Gas Trading Ltd",BRITGAS,G,"EMD-BIZ01",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BBNRG000,"2__BBNRG000","Electricity Plus Supply Ltd",BAENERGY,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,-45.4375,.5351,-24.314,0,F,T,F,,01/09/13,,F
2__BCALL000,"2__BCALL000","Callisto Energy Supply Limited",CALLISTO,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BCIRC000,"2__BCIRC000","Flow Energy Ltd",CIRCUIT,G,"",_B,"East Midlands","DEFAULT__B",,C,0,6.16,-.1,.5051,-.051,3.111,F,T,F,,01/09/13,,F
2__BCNDL000,"2__BCNDL000","NEAS Energy Limited",CNDA,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BCNRG000,"2__BCNRG000","Opus Energy (Corporate) Ltd",CHENERGY,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,-27.64,.5615,-15.52,0,F,T,F,,01/09/13,,F
2__BCOOP000,"2__BCOOP000","I Supply Energy Limited",COOP,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,-.0094,.5051,-.005,0,F,T,F,,01/09/13,,F
2__BCOUL000,"2__BCOUL000","Coulomb Energy Supply Limited",COULOMB,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BCROW000,"2__BCROW000","Reuben Power Supply Limited",CROWELEC,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BDNRG000,"2__BDNRG000","Donnington Energy Limited",DOENERGY,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BDUAL000,"2__BDUAL000","Dual Energy Direct Limited",DUALENER,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,-2.094,.5614,-1.176,0,F,T,F,,01/09/13,,F
2__BEBES000,"2__BEBES000","BES Commercial Electricity Ltd",EBEA,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,-5.888,.4446,-2.618,0,F,T,F,,01/09/13,,F
2__BECOA000,"2__BECOA000","British Gas Trading Ltd",BRITGAS,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BECON000,"2__BECON000","Economy Power",ECON1,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BECOT000,"2__BECOT000","The Renewable Energy Co Ltd",RENC,G,"",_B,"East Midlands","DEFAULT__B",,C,0,9.6,-3.56,.244,-.869,2.342,F,T,F,,01/09/13,,F
2__BEDIR000,"2__BEDIR000","British Gas Trading Ltd",BRITGAS,G,"EMD-EDR01",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,T,,01/09/13,,F
2__BEELC000,"2__BEELC000","E.ON Energy Ltd",PGENERGY,G,"EMD-EAS01",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.3667,0,0,F,T,T,,01/09/13,,F
2__BEENG000,"2__BEENG000","E.ON Energy Ltd",PGENERGY,G,"EMD-EST01",_B,"East Midlands","DEFAULT__B",,C,0,0,-24,.5268,-12.643,0,F,T,T,,01/09/13,,F
2__BEETL000,"EETL in East Midlands","Economy Energy Trading Limited",PAL,G,"",_B,"East Midlands","DEFAULT__B",,C,0,9,-4.2,.5051,-2.121,4.546,F,T,F,,09/09/13,,F
2__BEMEB000,"2__BEMEB000","E.ON Energy Ltd",PGENERGY,G,"EMD-PGE01",_B,"East Midlands","DEFAULT__B",,C,0,0,-944,.5849,-552.146,0,F,T,T,,01/09/13,,F
2__BENDC000,"2__BENDC000","Energy Data Company Limited",ENDC,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.0286,0,0,F,T,F,,01/09/13,,F
2__BENEC000,"2__BENEC000","Eneco Energy Trade",ENECOUK,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BENRD000,"2__BENRD000","British Gas Trading Ltd",BRITGAS,G,"EMD-ENR01",_B,"East Midlands","DEFAULT__B",,C,0,130,-352,.2979,-104.861,38.727,F,T,T,,01/09/13,,F
2__BENRG000,"2__BENRG000","Opus Energy Renewables Limited",EVENERGY,G,"",_B,"East Midlands","DEFAULT__B",,C,0,6.9,0,.2087,0,1.44,F,T,F,,01/09/13,,F
2__BENRG001,"ENRG Additional B1","Opus Energy Renewables Limited",EVENERGY,S,"",_B,"East Midlands","DEFAULT__B",,C,0,4,0,.5051,0,2.02,F,T,F,,01/09/13,F,F
2__BEPHH000,"2__BEPHH000","Economy Power",ECON1,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BEURO000,"2__BEURO000","Europa Energy Supply Limited",EUROPA,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BFNRG000,"2__BFNRG000","Farmoor Energy Limited",FRENERGY,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BFOUR000,"2__BFOUR000","IPM Energy Retail Ltd",FOUR,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BFRST000,"2__BFRST000","First Utility Limited",FRST01,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,-16.056,.4106,-6.593,0,F,T,F,,06/09/13,,F
2__BFSEN000,"2__BFSEN000","F & S Energy Ltd",FSE0001,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BGANY000,"2__BGANY000","Ganymede Energy Supply Limited",GANYMEDE,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
2__BGETW000,"2__BGETW000","Utilita Energy Limited",UTILITA,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5412,0,0,F,T,F,,01/09/13,,F
2__BGMTR000,"2__BGMTR000","Gazprom M & T Retail Ltd",GMTR,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,-29.818,.2489,-7.422,0,F,T,F,,01/09/13,,F
2__BGNRG000,"2__BGNRG000","Garsington Energy Ltd",GRENERGY,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5561,0,0,F,T,F,,01/09/13,,F
2__BHAVE000,"2__BHAVE000","Haven Power Ltd",HAVEN,G,"EMD-HVN01",_B,"East Midlands","DEFAULT__B",,C,0,4,-4,.5509,-2.204,2.204,F,T,T,,27/09/13,,F
2__BHOLB000,"2__BHOLB000","Holborn Energy Limited",HOLBORN,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5051,0,0,F,T,F,,01/09/13,,F
