BM Units Registered with Central Registration Agency 
 
BM Unit ID,BMU Name,Party Name,Party ID,BMU Type,NGC BMU Name,GSP Group Id,GSP Group Name,Trading Unit Name,Prod/Cons Flag,Prod/Cons Status,TLF,GC,DC,CALF,BMCAIC,BMCAEC,Exempt Export Flag,Base TU Flag,FPN Flag,Interconnector Id,Effective From, Manual Credit Qualifying Flag, Credit Qualifying Status
2__EYELG000,"_E  Default BM Midlands","NPower Yorkshire Supply Ltd",YE,G,"MID-YEP01",_E,"Midlands","DEFAULT__E",,C,0,0,-.5658,.5313,-.301,0,F,T,T,,01/09/13,,F
2__FALTI000,"2__FALTI000","Altitude Energy Supply Limited",ALTITUDE,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FANGE000,"2__FANGE000","Angel Energy Limited",ANGEL,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FAXIS000,"2__FAXIS000","Axis Telecom Ltd",AXISTELE,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FAXPO000,"2__FAXPO000","AXPO UK LIMITED",EGLUK,G,"NEE-AXPO1",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,18/09/13,,F
2__FBARB000,"2__FBARB000","Barbican Power Limited",BARBICAN,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,18/09/13,,F
2__FBAYS000,"2__FBAYS000","Bayswater Energy Limited",BAYSWATE,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FBGAS000,"2__FBGAS000","British Gas Trading Ltd",BRITGAS,G,"NEE-BGS01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-212,.4747,-100.636,0,F,T,T,,01/09/13,,F
2__FBIZZ000,"2__FBIZZ000","British Gas Trading Ltd",BRITGAS,G,"NEE-BIZ01",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FBNRG000,"2__FBNRG000","Electricity Plus Supply Ltd",BAENERGY,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,-14.882,.5182,-7.712,0,F,T,F,,01/09/13,,F
2__FCALL000,"2__FCALL000","Callisto Energy Supply Limited",CALLISTO,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FCIRC000,"2__FCIRC000","Flow Energy Ltd",CIRCUIT,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,3.24,-.1,.4701,-.047,1.523,F,T,F,,01/09/13,,F
2__FCNDL000,"2__FCNDL000","NEAS Energy Limited",CNDA,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FCNRG000,"2__FCNRG000","Opus Energy (Corporate) Ltd",CHENERGY,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,-15.42,.564,-8.697,0,F,T,F,,01/09/13,,F
2__FCOOP000,"2__FCOOP000","I Supply Energy Limited",COOP,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,-.02,.4701,-.009,0,F,T,F,,01/09/13,,F
2__FCOUL000,"2__FCOUL000","Coulomb Energy Supply Limited",COULOMB,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,30,-.05,-63.1005,3.155,-1893.015,F,T,F,,01/09/13,,F
2__FCROW000,"2__FCROW000","Reuben Power Supply Limited",CROWELEC,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FDNRG000,"2__FDNRG000","Donnington Energy Limited",DOENERGY,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FDUAL000,"2__FDUAL000","Dual Energy Direct Limited",DUALENER,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,-3.202,.5454,-1.746,0,F,T,F,,01/09/13,,F
2__FEBES000,"2__FEBES000","BES Commercial Electricity Ltd",EBEA,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,-4.142,.4484,-1.857,0,F,T,F,,01/09/13,,F
2__FECOA000,"2__FECOA000","British Gas Trading Ltd",BRITGAS,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FECON000,"2__FECON000","Economy Power",ECON1,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FECOT000,"2__FECOT000","The Renewable Energy Co Ltd",RENC,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,-1.5435,.1972,-.304,0,F,T,F,,01/09/13,,F
2__FEDIR000,"2__FEDIR000","British Gas Trading Ltd",BRITGAS,G,"NEE-EDR01",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,T,,01/09/13,,F
2__FEELC000,"2__FEELC000","E.ON Energy Ltd",PGENERGY,G,"NEE-EAS01",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.1,0,0,F,T,T,,01/09/13,,F
2__FEENG000,"2__FEENG000","E.ON Energy Ltd",PGENERGY,G,"NEE-EST01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-30,.5072,-15.216,0,F,T,T,,01/09/13,,F
2__FEETL000,"EETL in Northern","Economy Energy Trading Limited",PAL,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,14.8,-2.714,.4701,-1.276,6.957,F,T,F,,09/09/13,,F
2__FEMEB000,"2__FEMEB000","E.ON Energy Ltd",PGENERGY,G,"NEE-PGE01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-212,.556,-117.872,0,F,T,T,,01/09/13,,F
2__FENDC000,"2__FENDC000","Energy Data Company Limited",ENDC,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,1.7,0,.2435,0,.414,F,T,F,,01/09/13,,F
2__FENEC000,"2__FENEC000","Eneco Energy Trade",ENECOUK,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,-.2,.4701,-.094,0,F,T,F,,01/09/13,,F
2__FENRD000,"2__FENRD000","British Gas Trading Ltd",BRITGAS,G,"NEE-ENR01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-188,.5554,-104.415,0,F,T,T,,01/09/13,,F
2__FENRG000,"2__FENRG000","Opus Energy Renewables Limited",EVENERGY,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,4,0,.1315,0,.526,F,T,F,,01/09/13,,F
2__FENRG001,"ENRG Additional F1","Opus Energy Renewables Limited",EVENERGY,S,"",_F,"NORTHERN","DEFAULT__F",,C,0,9.96,0,.4701,0,4.682,F,T,F,,01/09/13,F,F
2__FEPHH000,"2__FEPHH000","Economy Power",ECON1,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FEURO000,"2__FEURO000","Europa Energy Supply Limited",EUROPA,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FFNRG000,"2__FFNRG000","Farmoor Energy Limited",FRENERGY,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FFOUR000,"2__FFOUR000","IPM Energy Retail Ltd",FOUR,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FFRST000,"2__FFRST000","First Utility Limited",FRST01,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,-16.332,.3607,-5.891,0,F,T,F,,06/09/13,,F
2__FFSEN000,"2__FFSEN000","F & S Energy Ltd",FSE0001,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FGANY000,"2__FGANY000","Ganymede Energy Supply Limited",GANYMEDE,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FGETW000,"2__FGETW000","Utilita Energy Limited",UTILITA,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.2613,0,0,F,T,F,,01/09/13,,F
2__FGMTR000,"2__FGMTR000","Gazprom M & T Retail Ltd",GMTR,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,-25,.5649,-14.123,0,F,T,F,,01/09/13,,F
2__FGNRG000,"2__FGNRG000","Garsington Energy Ltd",GRENERGY,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.3649,0,0,F,T,F,,01/09/13,,F
2__FHAVE000,"2__FHAVE000","Haven Power Ltd",HAVEN,G,"NEE-HVN01",_F,"NORTHERN","DEFAULT__F",,C,0,12,-6,.2944,-1.766,3.533,F,T,T,,27/09/13,,F
2__FHOLB000,"2__FHOLB000","Holborn Energy Limited",HOLBORN,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FHPOW000,"2__FHPOW000","Haven Power Ltd",HAVEN,G,"NEE-HPW01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-125,.6112,-76.4,0,F,T,T,,18/09/13,,F
2__FHUDS000,"2__FHUDS000","Hudson Energy Supply UK Ltd",AMPERE,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,-4,.4701,-1.88,0,F,T,F,,01/09/13,,F
2__FHYDE000,"SSE SBMU1 - Northern GSPG","SSE Energy Supply Limited",SSE,G,"NEE-SSE01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-50,.6604,-33.02,0,F,T,F,,01/09/13,,F
2__FIMPO000,"2__FIMPO000","SSE Energy Supply Limited",SSE,G,"NEE-ATL01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-2,.4701,-.94,0,F,T,F,,01/09/13,,F
2__FIMPX000,"2__FIMPX000","INEOS Chlor Energy LTD",IMPX,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FINDE000,"INDE NORTHERN","Npower Direct Limited",NITTWO01,G,"NEE-INE01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-60.0895,.1473,-8.851,0,F,T,F,,01/09/13,,F
2__FJERE000,"2__FJERE000","Hudson Energy Supply UK Ltd",AMPERE,G,"FJERE000",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FJETS000,"2__FJETS000","Jetstream Energy Supply Ltd",JETSTREA,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FKENS000,"2__FKENS000","Kensington Power Limited",KENSINGT,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FLIGH000,"2__FLIGH000","Lightning Energy Supply Ltd",LIGHTNIN,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FLOND000,"LE Default BMUid NEEB","EDF Energy Customers PLC",LENCO,G,"NEE-LON01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-360,.6249,-224.964,0,F,T,T,,01/09/13,,F
2__FLUME000,"2__FLUME000","GNERGY Limited",LUMA,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FMAEL000,"2__FMAEL000","MA Energy Limited",MA200308,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.6244,0,0,F,T,F,,01/09/13,,F
2__FMAGN000,"2__FMAGN000","DONG Energy Power Sales UK Ltd",MAGNETIC,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FMANW000,"2__FMANW000","SP Energy Retail Ltd",SPSUP01,G,"NEE-MNW01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-1,.45,-.45,0,F,T,F,,01/09/13,,F
2__FMARB000,"2__FMARB000","Marble Power Limited",MARBLE,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,18/09/13,,F
2__FMIDE000,"NPEC Northern Area MIDE","Npower Limited",NPOWER01,G,"NEE-MID01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-11.1698,.4861,-5.43,0,F,T,T,,01/09/13,,F
2__FMSCG000,"2__FMSCG000","Morgan Stanley",MSCGI,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FNATP000,"NPEC Northern Area NATP","Npower Limited",NPOWER01,G,"NEE-NPE01",_F,"NORTHERN","DEFAULT__F",,C,0,250.06,-190.8583,.4877,-93.082,121.954,F,T,T,,01/09/13,,F
2__FNEEB000,"2__FNEEB000","NPower Northern Supply Ltd",NEEB,G,"NEE-NEE01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-348.1235,.527,-183.461,0,F,T,T,,01/09/13,,F
2__FNELC000,"BE Stage 2 Default for GSP _F","British Energy Direct Ltd",BEDL001,G,"NEE-BET01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-30,.5461,-16.383,0,F,T,T,,01/09/13,,F
2__FNORW000,"2__FNORW000","E.ON Energy Ltd",PGENERGY,G,"NEE-NWP01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-2,.5426,-1.085,0,F,T,T,,01/09/13,,F
2__FNUCE000,"2__FNUCE000","NDA",MAGNOX,G,"NEE-MEC01",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FOBER000,"2__FOBER000","Oberon Energy Supply Limited",OBERON,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FOGAS000,"2__FOGAS000","British Gas Trading Ltd",BRITGAS,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,-.526,.4701,-.247,0,F,T,F,,01/09/13,,F
2__FOVOE000,"2__FOVOE000","OVO Electricity Ltd",OVOE,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,-7.6,.4054,-3.081,0,F,T,F,,01/09/13,,F
2__FOXPO000,"2__FOXPO000","Opus Energy Limited",OXFPOWER,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,-15.1,.5084,-7.677,0,F,T,F,,01/09/13,,F
2__FPADD000,"2__FPADD000","Paddington Power Limited",PADDINGT,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,18/09/13,,F
2__FPGEN000,"2__FPGEN000","E.ON UK plc",POWERGEN,G,"NEE-PGU01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-226,.5919,-133.769,0,F,T,T,,01/09/13,,F
2__FPURE000,"2__FPURE000","Good Energy Limited",PURE,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,1,-1.1,.0089,-.01,.009,F,T,F,,01/09/13,,F
2__FREGE000,"2__FREGE000","Regent Power Limited",REGENT,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,18/09/13,,F
2__FRENC000,"2__FRENC000","The Renewable Energy Co Ltd",RENC,G,"NEE-RNW01",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FRWED000,"2__FRWED000","GDF SUEZ Marketing Ltd",RWETDL,G,"NEE-GDF01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-138,.7873,-108.647,0,F,T,T,,01/09/13,,F
2__FSEEB000,"2__FSEEB000","SEEBOARD Energy Limited",SEEBOARD,G,"NEE-SEE01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-2,.5854,-1.171,0,F,T,T,,01/09/13,,F
2__FSIRO000,"2__FSIRO000","Sirocco Energy Supply Limited",SIROCCO,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FSMAL000,"2__FSMAL000","Smartestenergy Limited",SMARTEST,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FSMAR000,"2__FSMAR000","Smartestenergy Limited",SMARTEST,G,"NEE-SEL01",_F,"NORTHERN","DEFAULT__F",,C,0,576,-228,-.917,209.076,-528.192,F,T,T,,01/09/13,,F
2__FSOUT000,"SE SBMU1 - Northern GSPG","SSE Energy Supply Limited",SSE,G,"NEE-STH01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-240,.6303,-151.272,0,F,T,T,,01/09/13,,F
2__FSPOW000,"2__FSPOW000","SP Energy Retail Ltd",SPSUP01,G,"NEE-SPC01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-255.2,.5134,-131.02,0,F,T,T,,01/09/13,,F
2__FSPRK000,"2__FSPRK000","Spark Energy Supply Limited",SPARKNRG,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4868,0,0,F,T,F,,01/09/13,,F
2__FSTAT000,"STAT F Northern","Statkraft Markets Gmbh",STATKRA1,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,34,0,.2524,0,8.582,F,T,F,,01/09/13,,F
2__FSWAE000,"SWA SBMU1 - Northern GSPG","SSE Energy Supply Limited",SSE,G,"NEE-SWA01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-4,.5801,-2.32,0,F,T,T,,01/09/13,,F
2__FSWEB000,"SWEB Default BMUid NEEB","EDF Energy Customers PLC",LENCO,G,"NEE-SWT01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-2,.4955,-.991,0,F,T,T,,01/09/13,,F
2__FSYMB000,"2__FSYMB000","Symbio Energy LLP",SYMBIO18,G,"NEE-SYM01",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,T,,01/09/13,,F
2__FTEAM000,"2__FTEAM000","Team",TEAM01,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4701,0,0,F,T,F,,01/09/13,,F
2__FTGPL000,"2__FTGPL000","Total Gas & Power Ltd",TFEGP,G,"NEE-TFE01",_F,"NORTHERN","DEFAULT__F",,C,0,4,-24,.5945,-14.268,2.378,F,T,T,,01/09/13,,F
2__FTREX000,"2__FTREX000","POWER4ALL Limited",POWER4,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,-15,.7484,-11.226,0,F,T,F,,01/09/13,,F
2__FVOLT000,"2__FVOLT000","Co-operative Energy Limited",VOLA,G,"",_F,"NORTHERN","DEFAULT__F",,C,0,0,0,.4637,0,0,F,T,F,,01/09/13,,F
2__FYELG000,"_F  Default BM Northern","NPower Yorkshire Supply Ltd",YE,G,"NEE-YEP01",_F,"NORTHERN","DEFAULT__F",,C,0,0,-5.4264,.4904,-2.661,0,F,T,T,,01/09/13,,F
2__GALTI000,"2__GALTI000","Altitude Energy Supply Limited",ALTITUDE,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GANGE000,"2__GANGE000","Angel Energy Limited",ANGEL,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GAXIS000,"2__GAXIS000","Axis Telecom Ltd",AXISTELE,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GAXPO000,"2__GAXPO000","AXPO UK LIMITED",EGLUK,G,"NWP-AXPO1",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,18/09/13,,F
2__GBARB000,"2__GBARB000","Barbican Power Limited",BARBICAN,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,18/09/13,,F
2__GBAYS000,"2__GBAYS000","Bayswater Energy Limited",BAYSWATE,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GBGAS000,"2__GBGAS000","British Gas Trading Ltd",BRITGAS,G,"NWP-BGS01",_G,"North Western","DEFAULT__G",,C,0,0,-430,.4616,-198.488,0,F,T,T,,01/09/13,,F
2__GBIZZ000,"2__GBIZZ000","British Gas Trading Ltd",BRITGAS,G,"NWP-BIZ01",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GBNRG000,"2__GBNRG000","Electricity Plus Supply Ltd",BAENERGY,G,"",_G,"North Western","DEFAULT__G",,C,0,0,-45.4562,.4879,-22.178,0,F,T,F,,01/09/13,,F
2__GCALL000,"2__GCALL000","Callisto Energy Supply Limited",CALLISTO,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GCIRC000,"2__GCIRC000","Flow Energy Ltd",CIRCUIT,G,"",_G,"North Western","DEFAULT__G",,C,0,5.72,-.1,.4929,-.049,2.819,F,T,F,,01/09/13,,F
2__GCNDL000,"2__GCNDL000","NEAS Energy Limited",CNDA,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GCNRG000,"2__GCNRG000","Opus Energy (Corporate) Ltd",CHENERGY,G,"",_G,"North Western","DEFAULT__G",,C,0,0,-30.52,.5438,-16.597,0,F,T,F,,01/09/13,,F
2__GCOOP000,"2__GCOOP000","I Supply Energy Limited",COOP,G,"",_G,"North Western","DEFAULT__G",,C,0,0,-.0156,.4929,-.008,0,F,T,F,,01/09/13,,F
2__GCOUL000,"2__GCOUL000","Coulomb Energy Supply Limited",COULOMB,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GCROW000,"2__GCROW000","Reuben Power Supply Limited",CROWELEC,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GDNRG000,"2__GDNRG000","Donnington Energy Limited",DOENERGY,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GDUAL000,"2__GDUAL000","Dual Energy Direct Limited",DUALENER,G,"",_G,"North Western","DEFAULT__G",,C,0,0,-3.28,.5812,-1.906,0,F,T,F,,01/09/13,,F
2__GEBES000,"2__GEBES000","BES Commercial Electricity Ltd",EBEA,G,"",_G,"North Western","DEFAULT__G",,C,0,0,-7.272,.4361,-3.171,0,F,T,F,,01/09/13,,F
2__GECOA000,"2__GECOA000","British Gas Trading Ltd",BRITGAS,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GECON000,"2__GECON000","Economy Power",ECON1,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GECOT000,"2__GECOT000","The Renewable Energy Co Ltd",RENC,G,"",_G,"North Western","DEFAULT__G",,C,0,0,-2.749,.4929,-1.355,0,F,T,F,,01/09/13,,F
2__GEDIR000,"2__GEDIR000","British Gas Trading Ltd",BRITGAS,G,"NWP-EDR01",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,T,,01/09/13,,F
2__GEELC000,"2__GEELC000","E.ON Energy Ltd",PGENERGY,G,"NWP-EAS01",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,T,,01/09/13,,F
2__GEENG000,"2__GEENG000","E.ON Energy Ltd",PGENERGY,G,"NWP-EST01",_G,"North Western","DEFAULT__G",,C,0,0,-16,.5002,-8.003,0,F,T,T,,01/09/13,,F
2__GEETL000,"EETL in East North Western","Economy Energy Trading Limited",PAL,G,"",_G,"North Western","DEFAULT__G",,C,0,0,-6.27,.4929,-3.09,0,F,T,F,,01/09/13,,F
2__GEMEB000,"2__GEMEB000","E.ON Energy Ltd",PGENERGY,G,"NWP-PGE01",_G,"North Western","DEFAULT__G",,C,0,0,-328,.5531,-181.417,0,F,T,T,,01/09/13,,F
2__GENDC000,"2__GENDC000","Energy Data Company Limited",ENDC,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.5778,0,0,F,T,F,,01/09/13,,F
2__GENEC000,"2__GENEC000","Eneco Energy Trade",ENECOUK,G,"",_G,"North Western","DEFAULT__G",,C,0,0,-4.8,.4929,-2.366,0,F,T,F,,01/09/13,,F
2__GENRD000,"2__GENRD000","British Gas Trading Ltd",BRITGAS,G,"NWP-ENR01",_G,"North Western","DEFAULT__G",,C,0,0,-324,.491,-159.084,0,F,T,T,,01/09/13,,F
2__GENRG000,"2__GENRG000","Opus Energy Renewables Limited",EVENERGY,G,"",_G,"North Western","DEFAULT__G",,C,0,4,0,.1368,0,.547,F,T,F,,01/09/13,,F
2__GENRG001,"ENRG Additional G1","Opus Energy Renewables Limited",EVENERGY,S,"",_G,"North Western","DEFAULT__G",,C,0,13.34,0,.4929,0,6.575,F,T,F,,01/09/13,F,F
2__GEPHH000,"2__GEPHH000","Economy Power",ECON1,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GEURO000,"2__GEURO000","Europa Energy Supply Limited",EUROPA,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GFNRG000,"2__GFNRG000","Farmoor Energy Limited",FRENERGY,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GFOUR000,"2__GFOUR000","IPM Energy Retail Ltd",FOUR,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GFRST000,"2__GFRST000","First Utility Limited",FRST01,G,"",_G,"North Western","DEFAULT__G",,C,0,0,-26.596,.3645,-9.694,0,F,T,F,,06/09/13,,F
2__GFSEN000,"2__GFSEN000","F & S Energy Ltd",FSE0001,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GGANY000,"2__GGANY000","Ganymede Energy Supply Limited",GANYMEDE,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GGETW000,"2__GGETW000","Utilita Energy Limited",UTILITA,G,"",_G,"North Western","DEFAULT__G",,C,0,0,-8,.4467,-3.574,0,F,T,F,,01/09/13,,F
2__GGMTR000,"2__GGMTR000","Gazprom M & T Retail Ltd",GMTR,G,"",_G,"North Western","DEFAULT__G",,C,0,0,-40.082,.5071,-20.326,0,F,T,F,,01/09/13,,F
2__GGNRG000,"2__GGNRG000","Garsington Energy Ltd",GRENERGY,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.3077,0,0,F,T,F,,01/09/13,,F
2__GHAVE000,"2__GHAVE000","Haven Power Ltd",HAVEN,G,"NWP-HVN01",_G,"North Western","DEFAULT__G",,C,0,32,-13,.3908,-5.08,12.506,F,T,T,,27/09/13,,F
2__GHOLB000,"2__GHOLB000","Holborn Energy Limited",HOLBORN,G,"",_G,"North Western","DEFAULT__G",,C,0,0,0,.4929,0,0,F,T,F,,01/09/13,,F
2__GHPOW000,"2__GHPOW000","Haven Power Ltd",HAVEN,G,"NWP-HPW01",_G,"North Western","DEFAULT__G",,C,0,0,-152,.7361,-111.887,0,F,T,T,,27/09/13,,F
2__GHUDS000,"2__GHUDS000","Hudson Energy Supply UK Ltd",AMPERE,G,"",_G,"North Western","DEFAULT__G",,C,0,0,-4,.4929,-1.972,0,F,T,F,,01/09/13,,F
